,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
2987,1959,12,201.8,1959-12-01
2988,1960,1,116.1,1960-01-01
2989,1960,2,95.6,1960-02-01
2990,1960,3,83.4,1960-03-01
2991,1960,4,74.5,1960-04-01
2992,1960,5,69.8,1960-05-01
2993,1960,6,71.5,1960-06-01
2994,1960,7,144.9,1960-07-01
2995,1960,8,119.4,1960-08-01
2996,1960,9,119.5,1960-09-01
2997,1960,10,140.2,1960-10-01
2998,1960,11,167.1,1960-11-01
2999,1960,12,126.1,1960-12-01
3000,1961,1,156.4,1961-01-01
3001,1961,2,93.5,1961-02-01
3002,1961,3,21.9,1961-03-01
3003,1961,4,135.6,1961-04-01
3004,1961,5,52.1,1961-05-01
3005,1961,6,48.1,1961-06-01
3006,1961,7,81.3,1961-07-01
3007,1961,8,71.7,1961-08-01
3008,1961,9,123.4,1961-09-01
3009,1961,10,118.3,1961-10-01
3010,1961,11,76.3,1961-11-01
3011,1961,12,89.5,1961-12-01
3012,1962,1,127.4,1962-01-01
3013,1962,2,47.0,1962-02-01
3014,1962,3,89.7,1962-03-01
3015,1962,4,64.5,1962-04-01
3016,1962,5,77.2,1962-05-01
3017,1962,6,46.1,1962-06-01
3018,1962,7,70.6,1962-07-01
3019,1962,8,112.1,1962-08-01
3020,1962,9,145.9,1962-09-01
3021,1962,10,52.7,1962-10-01
3022,1962,11,80.7,1962-11-01
3023,1962,12,102.9,1962-12-01
3024,1963,1,29.2,1963-01-01
3025,1963,2,67.0,1963-02-01
3026,1963,3,142.0,1963-03-01
3027,1963,4,77.4,1963-04-01
3028,1963,5,69.9,1963-05-01
3029,1963,6,70.3,1963-06-01
3030,1963,7,70.8,1963-07-01
3031,1963,8,103.8,1963-08-01
3032,1963,9,66.1,1963-09-01
3033,1963,10,129.9,1963-10-01
3034,1963,11,170.6,1963-11-01
3035,1963,12,52.3,1963-12-01
3036,1964,1,43.1,1964-01-01
3037,1964,2,64.5,1964-02-01
3038,1964,3,130.6,1964-03-01
3039,1964,4,72.7,1964-04-01
3040,1964,5,79.7,1964-05-01
3041,1964,6,82.1,1964-06-01
3042,1964,7,72.1,1964-07-01
3043,1964,8,110.8,1964-08-01
3044,1964,9,75.4,1964-09-01
3045,1964,10,109.3,1964-10-01
3046,1964,11,71.5,1964-11-01
3047,1964,12,142.5,1964-12-01
3048,1965,1,139.4,1965-01-01
3049,1965,2,9.8,1965-02-01
3050,1965,3,95.8,1965-03-01
3051,1965,4,81.1,1965-04-01
3052,1965,5,82.3,1965-05-01
3053,1965,6,104.3,1965-06-01
3054,1965,7,86.4,1965-07-01
3055,1965,8,93.8,1965-08-01
3056,1965,9,96.1,1965-09-01
3057,1965,10,68.7,1965-10-01
3058,1965,11,161.1,1965-11-01
3059,1965,12,159.7,1965-12-01
3060,1966,1,116.5,1966-01-01
3061,1966,2,173.8,1966-02-01
3062,1966,3,57.8,1966-03-01
3063,1966,4,143.2,1966-04-01
3064,1966,5,87.5,1966-05-01
3065,1966,6,104.0,1966-06-01
3066,1966,7,51.7,1966-07-01
3067,1966,8,80.6,1966-08-01
3068,1966,9,83.9,1966-09-01
3069,1966,10,146.4,1966-10-01
3070,1966,11,72.4,1966-11-01
3071,1966,12,121.4,1966-12-01
3072,1967,1,84.6,1967-01-01
3073,1967,2,109.3,1967-02-01
3074,1967,3,64.7,1967-03-01
3075,1967,4,37.3,1967-04-01
3076,1967,5,132.5,1967-05-01
3077,1967,6,29.8,1967-06-01
3078,1967,7,83.2,1967-07-01
3079,1967,8,97.8,1967-08-01
3080,1967,9,134.9,1967-09-01
3081,1967,10,171.3,1967-10-01
3082,1967,11,80.7,1967-11-01
3083,1967,12,74.9,1967-12-01
3084,1968,1,121.4,1968-01-01
3085,1968,2,38.7,1968-02-01
3086,1968,3,76.0,1968-03-01
3087,1968,4,73.8,1968-04-01
3088,1968,5,64.4,1968-05-01
3089,1968,6,66.1,1968-06-01
3090,1968,7,37.0,1968-07-01
3091,1968,8,77.1,1968-08-01
3092,1968,9,144.2,1968-09-01
3093,1968,10,129.5,1968-10-01
3094,1968,11,125.5,1968-11-01
3095,1968,12,150.3,1968-12-01
3096,1969,1,174.2,1969-01-01
3097,1969,2,59.4,1969-02-01
3098,1969,3,52.9,1969-03-01
3099,1969,4,65.9,1969-04-01
3100,1969,5,94.2,1969-05-01
3101,1969,6,68.7,1969-06-01
3102,1969,7,45.5,1969-07-01
3103,1969,8,54.4,1969-08-01
3104,1969,9,45.4,1969-09-01
3105,1969,10,51.9,1969-10-01
3106,1969,11,110.6,1969-11-01
3107,1969,12,116.9,1969-12-01
3108,1970,1,127.8,1970-01-01
3109,1970,2,114.6,1970-02-01
3110,1970,3,57.6,1970-03-01
3111,1970,4,89.1,1970-04-01
3112,1970,5,32.0,1970-05-01
3113,1970,6,50.1,1970-06-01
3114,1970,7,91.6,1970-07-01
3115,1970,8,76.6,1970-08-01
3116,1970,9,110.6,1970-09-01
3117,1970,10,81.2,1970-10-01
3118,1970,11,165.8,1970-11-01
3119,1970,12,56.1,1970-12-01
3120,1971,1,102.1,1971-01-01
3121,1971,2,59.2,1971-02-01
3122,1971,3,58.5,1971-03-01
3123,1971,4,55.6,1971-04-01
3124,1971,5,53.7,1971-05-01
3125,1971,6,79.1,1971-06-01
3126,1971,7,66.3,1971-07-01
3127,1971,8,90.2,1971-08-01
3128,1971,9,41.9,1971-09-01
3129,1971,10,85.6,1971-10-01
3130,1971,11,96.7,1971-11-01
3131,1971,12,55.3,1971-12-01
3132,1972,1,144.7,1972-01-01
3133,1972,2,100.5,1972-02-01
3134,1972,3,90.9,1972-03-01
3135,1972,4,75.6,1972-04-01
3136,1972,5,113.2,1972-05-01
3137,1972,6,71.7,1972-06-01
3138,1972,7,59.4,1972-07-01
3139,1972,8,54.7,1972-08-01
3140,1972,9,16.9,1972-09-01
3141,1972,10,66.4,1972-10-01
3142,1972,11,134.8,1972-11-01
3143,1972,12,128.5,1972-12-01
3144,1973,1,100.7,1973-01-01
3145,1973,2,77.4,1973-02-01
3146,1973,3,33.9,1973-03-01
3147,1973,4,48.1,1973-04-01
3148,1973,5,99.5,1973-05-01
3149,1973,6,37.4,1973-06-01
3150,1973,7,68.2,1973-07-01
3151,1973,8,104.9,1973-08-01
3152,1973,9,109.8,1973-09-01
3153,1973,10,68.2,1973-10-01
3154,1973,11,122.3,1973-11-01
3155,1973,12,108.4,1973-12-01
3156,1974,1,205.1,1974-01-01
3157,1974,2,108.1,1974-02-01
3158,1974,3,51.9,1974-03-01
3159,1974,4,37.4,1974-04-01
3160,1974,5,95.7,1974-05-01
3161,1974,6,40.5,1974-06-01
3162,1974,7,88.5,1974-07-01
3163,1974,8,98.1,1974-08-01
3164,1974,9,166.2,1974-09-01
3165,1974,10,55.1,1974-10-01
3166,1974,11,98.8,1974-11-01
3167,1974,12,91.6,1974-12-01
3168,1975,1,162.5,1975-01-01
3169,1975,2,49.3,1975-02-01
3170,1975,3,49.4,1975-03-01
3171,1975,4,61.3,1975-04-01
3172,1975,5,26.4,1975-05-01
3173,1975,6,20.6,1975-06-01
3174,1975,7,70.5,1975-07-01
3175,1975,8,48.1,1975-08-01
3176,1975,9,134.2,1975-09-01
3177,1975,10,118.4,1975-10-01
3178,1975,11,89.9,1975-11-01
3179,1975,12,41.0,1975-12-01
3180,1976,1,109.3,1976-01-01
3181,1976,2,56.2,1976-02-01
3182,1976,3,95.5,1976-03-01
3183,1976,4,28.9,1976-04-01
3184,1976,5,96.7,1976-05-01
3185,1976,6,50.2,1976-06-01
3186,1976,7,74.7,1976-07-01
3187,1976,8,12.0,1976-08-01
3188,1976,9,116.9,1976-09-01
3189,1976,10,178.8,1976-10-01
3190,1976,11,89.5,1976-11-01
3191,1976,12,102.0,1976-12-01
3192,1977,1,104.6,1977-01-01
3193,1977,2,174.0,1977-02-01
3194,1977,3,108.4,1977-03-01
3195,1977,4,72.6,1977-04-01
3196,1977,5,28.5,1977-05-01
3197,1977,6,58.3,1977-06-01
3198,1977,7,45.0,1977-07-01
3199,1977,8,94.8,1977-08-01
3200,1977,9,68.5,1977-09-01
3201,1977,10,165.8,1977-10-01
3202,1977,11,120.4,1977-11-01
3203,1977,12,123.0,1977-12-01
3204,1978,1,112.6,1978-01-01
3205,1978,2,108.5,1978-02-01
3206,1978,3,111.6,1978-03-01
3207,1978,4,54.4,1978-04-01
3208,1978,5,24.2,1978-05-01
3209,1978,6,58.5,1978-06-01
3210,1978,7,72.5,1978-07-01
3211,1978,8,97.6,1978-08-01
3212,1978,9,68.3,1978-09-01
3213,1978,10,50.1,1978-10-01
3214,1978,11,115.1,1978-11-01
3215,1978,12,226.4,1978-12-01
3216,1979,1,94.9,1979-01-01
3217,1979,2,73.9,1979-02-01
3218,1979,3,100.4,1979-03-01
3219,1979,4,74.2,1979-04-01
3220,1979,5,108.9,1979-05-01
3221,1979,6,57.8,1979-06-01
3222,1979,7,33.1,1979-07-01
3223,1979,8,119.0,1979-08-01
3224,1979,9,59.9,1979-09-01
3225,1979,10,140.3,1979-10-01
3226,1979,11,128.9,1979-11-01
3227,1979,12,165.3,1979-12-01
3228,1980,1,117.0,1980-01-01
3229,1980,2,118.9,1980-02-01
3230,1980,3,105.1,1980-03-01
3231,1980,4,25.0,1980-04-01
3232,1980,5,35.3,1980-05-01
3233,1980,6,84.1,1980-06-01
3234,1980,7,95.4,1980-07-01
3235,1980,8,106.6,1980-08-01
3236,1980,9,136.6,1980-09-01
3237,1980,10,144.7,1980-10-01
3238,1980,11,108.2,1980-11-01
3239,1980,12,117.5,1980-12-01
3240,1981,1,63.0,1981-01-01
3241,1981,2,88.9,1981-02-01
3242,1981,3,150.5,1981-03-01
3243,1981,4,34.4,1981-04-01
3244,1981,5,155.3,1981-05-01
3245,1981,6,85.2,1981-06-01
3246,1981,7,51.9,1981-07-01
3247,1981,8,31.5,1981-08-01
3248,1981,9,165.7,1981-09-01
3249,1981,10,106.2,1981-10-01
3250,1981,11,88.6,1981-11-01
3251,1981,12,127.4,1981-12-01
3252,1982,1,105.0,1982-01-01
3253,1982,2,112.1,1982-02-01
3254,1982,3,113.2,1982-03-01
3255,1982,4,31.7,1982-04-01
3256,1982,5,71.9,1982-05-01
3257,1982,6,131.4,1982-06-01
3258,1982,7,20.3,1982-07-01
3259,1982,8,94.3,1982-08-01
3260,1982,9,114.0,1982-09-01
3261,1982,10,156.6,1982-10-01
3262,1982,11,162.7,1982-11-01
3263,1982,12,137.6,1982-12-01
3264,1983,1,127.0,1983-01-01
3265,1983,2,59.4,1983-02-01
3266,1983,3,101.3,1983-03-01
3267,1983,4,77.6,1983-04-01
3268,1983,5,110.0,1983-05-01
3269,1983,6,55.6,1983-06-01
3270,1983,7,25.5,1983-07-01
3271,1983,8,66.8,1983-08-01
3272,1983,9,126.1,1983-09-01
3273,1983,10,123.0,1983-10-01
3274,1983,11,45.0,1983-11-01
3275,1983,12,151.7,1983-12-01
3276,1984,1,180.2,1984-01-01
3277,1984,2,84.9,1984-02-01
3278,1984,3,64.7,1984-03-01
3279,1984,4,45.5,1984-04-01
3280,1984,5,31.9,1984-05-01
3281,1984,6,45.1,1984-06-01
3282,1984,7,41.9,1984-07-01
3283,1984,8,81.7,1984-08-01
3284,1984,9,99.4,1984-09-01
3285,1984,10,122.3,1984-10-01
3286,1984,11,146.1,1984-11-01
3287,1984,12,118.1,1984-12-01
3288,1985,1,78.6,1985-01-01
3289,1985,2,73.7,1985-02-01
3290,1985,3,107.0,1985-03-01
3291,1985,4,69.0,1985-04-01
3292,1985,5,87.4,1985-05-01
3293,1985,6,79.7,1985-06-01
3294,1985,7,87.0,1985-07-01
3295,1985,8,191.5,1985-08-01
3296,1985,9,97.5,1985-09-01
3297,1985,10,59.9,1985-10-01
3298,1985,11,92.2,1985-11-01
3299,1985,12,124.1,1985-12-01
3300,1986,1,136.2,1986-01-01
3301,1986,2,6.5,1986-02-01
3302,1986,3,121.1,1986-03-01
3303,1986,4,74.1,1986-04-01
3304,1986,5,124.0,1986-05-01
3305,1986,6,95.4,1986-06-01
3306,1986,7,68.1,1986-07-01
3307,1986,8,174.7,1986-08-01
3308,1986,9,7.5,1986-09-01
3309,1986,10,99.9,1986-10-01
3310,1986,11,138.4,1986-11-01
3311,1986,12,179.3,1986-12-01
3312,1987,1,56.0,1987-01-01
3313,1987,2,79.7,1987-02-01
3314,1987,3,101.6,1987-03-01
3315,1987,4,73.6,1987-04-01
3316,1987,5,32.2,1987-05-01
3317,1987,6,107.6,1987-06-01
3318,1987,7,47.5,1987-07-01
3319,1987,8,83.7,1987-08-01
3320,1987,9,111.0,1987-09-01
3321,1987,10,144.5,1987-10-01
3322,1987,11,79.1,1987-11-01
3323,1987,12,100.7,1987-12-01
3324,1988,1,194.6,1988-01-01
3325,1988,2,79.9,1988-02-01
3326,1988,3,114.7,1988-03-01
3327,1988,4,42.2,1988-04-01
3328,1988,5,83.0,1988-05-01
3329,1988,6,49.4,1988-06-01
3330,1988,7,131.1,1988-07-01
3331,1988,8,120.5,1988-08-01
3332,1988,9,80.2,1988-09-01
3333,1988,10,150.3,1988-10-01
3334,1988,11,55.5,1988-11-01
3335,1988,12,72.8,1988-12-01
3336,1989,1,89.2,1989-01-01
3337,1989,2,102.2,1989-02-01
3338,1989,3,134.3,1989-03-01
3339,1989,4,83.6,1989-04-01
3340,1989,5,20.9,1989-05-01
3341,1989,6,65.4,1989-06-01
3342,1989,7,23.8,1989-07-01
3343,1989,8,105.8,1989-08-01
3344,1989,9,59.9,1989-09-01
3345,1989,10,147.0,1989-10-01
3346,1989,11,60.0,1989-11-01
3347,1989,12,119.1,1989-12-01
3348,1990,1,135.3,1990-01-01
3349,1990,2,192.5,1990-02-01
3350,1990,3,38.2,1990-03-01
3351,1990,4,52.0,1990-04-01
3352,1990,5,37.3,1990-05-01
3353,1990,6,101.6,1990-06-01
3354,1990,7,58.4,1990-07-01
3355,1990,8,71.5,1990-08-01
3356,1990,9,39.7,1990-09-01
3357,1990,10,178.6,1990-10-01
3358,1990,11,74.8,1990-11-01
3359,1990,12,121.0,1990-12-01
3360,1991,1,103.4,1991-01-01
3361,1991,2,89.0,1991-02-01
3362,1991,3,109.3,1991-03-01
3363,1991,4,121.3,1991-04-01
3364,1991,5,7.7,1991-05-01
3365,1991,6,91.9,1991-06-01
3366,1991,7,65.2,1991-07-01
3367,1991,8,39.7,1991-08-01
3368,1991,9,79.0,1991-09-01
3369,1991,10,125.3,1991-10-01
3370,1991,11,120.7,1991-11-01
3371,1991,12,63.2,1991-12-01
3372,1992,1,66.7,1992-01-01
3373,1992,2,71.6,1992-02-01
3374,1992,3,107.9,1992-03-01
3375,1992,4,103.1,1992-04-01
3376,1992,5,55.8,1992-05-01
3377,1992,6,39.4,1992-06-01
3378,1992,7,101.0,1992-07-01
3379,1992,8,142.3,1992-08-01
3380,1992,9,97.8,1992-09-01
3381,1992,10,56.3,1992-10-01
3382,1992,11,131.6,1992-11-01
3383,1992,12,86.8,1992-12-01
3384,1993,1,133.2,1993-01-01
3385,1993,2,27.7,1993-02-01
3386,1993,3,67.1,1993-03-01
3387,1993,4,104.3,1993-04-01
3388,1993,5,135.0,1993-05-01
3389,1993,6,95.7,1993-06-01
3390,1993,7,87.8,1993-07-01
3391,1993,8,46.1,1993-08-01
3392,1993,9,135.0,1993-09-01
3393,1993,10,62.5,1993-10-01
3394,1993,11,84.8,1993-11-01
3395,1993,12,187.1,1993-12-01
3396,1994,1,148.3,1994-01-01
3397,1994,2,154.0,1994-02-01
3398,1994,3,119.6,1994-03-01
3399,1994,4,97.9,1994-04-01
3400,1994,5,67.9,1994-05-01
3401,1994,6,55.4,1994-06-01
3402,1994,7,91.9,1994-07-01
3403,1994,8,83.3,1994-08-01
3404,1994,9,87.3,1994-09-01
3405,1994,10,69.7,1994-10-01
3406,1994,11,102.3,1994-11-01
3407,1994,12,159.0,1994-12-01
3408,1995,1,172.6,1995-01-01
3409,1995,2,140.1,1995-02-01
3410,1995,3,97.9,1995-03-01
3411,1995,4,33.0,1995-04-01
3412,1995,5,68.3,1995-05-01
3413,1995,6,31.7,1995-06-01
3414,1995,7,86.3,1995-07-01
3415,1995,8,13.0,1995-08-01
3416,1995,9,66.5,1995-09-01
3417,1995,10,164.1,1995-10-01
3418,1995,11,136.2,1995-11-01
3419,1995,12,94.1,1995-12-01
3420,1996,1,146.3,1996-01-01
3421,1996,2,109.6,1996-02-01
3422,1996,3,106.2,1996-03-01
3423,1996,4,93.9,1996-04-01
3424,1996,5,70.1,1996-05-01
3425,1996,6,40.8,1996-06-01
3426,1996,7,64.5,1996-07-01
3427,1996,8,110.8,1996-08-01
3428,1996,9,37.9,1996-09-01
3429,1996,10,169.3,1996-10-01
3430,1996,11,126.5,1996-11-01
3431,1996,12,52.0,1996-12-01
3432,1997,1,35.2,1997-01-01
3433,1997,2,134.6,1997-02-01
3434,1997,3,36.4,1997-03-01
3435,1997,4,41.5,1997-04-01
3436,1997,5,82.5,1997-05-01
3437,1997,6,119.1,1997-06-01
3438,1997,7,77.0,1997-07-01
3439,1997,8,157.2,1997-08-01
3440,1997,9,61.6,1997-09-01
3441,1997,10,90.1,1997-10-01
3442,1997,11,162.4,1997-11-01
3443,1997,12,128.8,1997-12-01
3444,1998,1,144.4,1998-01-01
3445,1998,2,40.4,1998-02-01
3446,1998,3,90.9,1998-03-01
3447,1998,4,124.0,1998-04-01
3448,1998,5,39.7,1998-05-01
3449,1998,6,132.4,1998-06-01
3450,1998,7,83.7,1998-07-01
3451,1998,8,82.7,1998-08-01
3452,1998,9,96.0,1998-09-01
3453,1998,10,157.4,1998-10-01
3454,1998,11,130.3,1998-11-01
3455,1998,12,135.6,1998-12-01
3456,1999,1,135.5,1999-01-01
3457,1999,2,61.6,1999-02-01
3458,1999,3,59.7,1999-03-01
3459,1999,4,92.1,1999-04-01
3460,1999,5,60.5,1999-05-01
3461,1999,6,56.2,1999-06-01
3462,1999,7,44.1,1999-07-01
3463,1999,8,109.5,1999-08-01
3464,1999,9,173.6,1999-09-01
3465,1999,10,65.1,1999-10-01
3466,1999,11,102.6,1999-11-01
3467,1999,12,192.8,1999-12-01
3468,2000,1,66.3,2000-01-01
3469,2000,2,111.7,2000-02-01
3470,2000,3,35.7,2000-03-01
3471,2000,4,79.9,2000-04-01
3472,2000,5,66.7,2000-05-01
3473,2000,6,55.3,2000-06-01
3474,2000,7,58.5,2000-07-01
3475,2000,8,81.8,2000-08-01
3476,2000,9,120.8,2000-09-01
3477,2000,10,180.0,2000-10-01
3478,2000,11,180.4,2000-11-01
3479,2000,12,158.6,2000-12-01
3480,2001,1,73.6,2001-01-01
3481,2001,2,80.5,2001-02-01
3482,2001,3,89.2,2001-03-01
3483,2001,4,83.0,2001-04-01
3484,2001,5,40.2,2001-05-01
3485,2001,6,60.8,2001-06-01
3486,2001,7,74.8,2001-07-01
3487,2001,8,106.0,2001-08-01
3488,2001,9,66.2,2001-09-01
3489,2001,10,130.6,2001-10-01
3490,2001,11,59.5,2001-11-01
3491,2001,12,60.3,2001-12-01
3492,2002,1,151.6,2002-01-01
3493,2002,2,160.2,2002-02-01
3494,2002,3,63.3,2002-03-01
3495,2002,4,102.1,2002-04-01
3496,2002,5,139.5,2002-05-01
3497,2002,6,105.7,2002-06-01
3498,2002,7,70.4,2002-07-01
3499,2002,8,61.9,2002-08-01
3500,2002,9,39.3,2002-09-01
3501,2002,10,199.1,2002-10-01
3502,2002,11,187.3,2002-11-01
3503,2002,12,112.9,2002-12-01
3504,2003,1,81.8,2003-01-01
3505,2003,2,65.2,2003-02-01
3506,2003,3,56.6,2003-03-01
3507,2003,4,79.3,2003-04-01
3508,2003,5,112.0,2003-05-01
3509,2003,6,95.8,2003-06-01
3510,2003,7,93.5,2003-07-01
3511,2003,8,17.2,2003-08-01
3512,2003,9,57.2,2003-09-01
3513,2003,10,61.8,2003-10-01
3514,2003,11,125.1,2003-11-01
3515,2003,12,89.3,2003-12-01
3516,2004,1,123.4,2004-01-01
3517,2004,2,52.3,2004-02-01
3518,2004,3,85.9,2004-03-01
3519,2004,4,67.4,2004-04-01
3520,2004,5,47.5,2004-05-01
3521,2004,6,82.4,2004-06-01
3522,2004,7,59.3,2004-07-01
3523,2004,8,122.8,2004-08-01
3524,2004,9,101.9,2004-09-01
3525,2004,10,166.7,2004-10-01
3526,2004,11,54.2,2004-11-01
3527,2004,12,89.5,2004-12-01
3528,2005,1,128.1,2005-01-01
3529,2005,2,51.4,2005-02-01
3530,2005,3,73.6,2005-03-01
3531,2005,4,105.1,2005-04-01
3532,2005,5,86.3,2005-05-01
3533,2005,6,51.9,2005-06-01
3534,2005,7,73.9,2005-07-01
3535,2005,8,65.0,2005-08-01
3536,2005,9,86.6,2005-09-01
3537,2005,10,146.1,2005-10-01
3538,2005,11,99.1,2005-11-01
3539,2005,12,82.7,2005-12-01
3540,2006,1,57.6,2006-01-01
3541,2006,2,54.6,2006-02-01
3542,2006,3,120.3,2006-03-01
3543,2006,4,47.3,2006-04-01
3544,2006,5,126.2,2006-05-01
3545,2006,6,29.8,2006-06-01
3546,2006,7,53.9,2006-07-01
3547,2006,8,70.8,2006-08-01
3548,2006,9,162.6,2006-09-01
3549,2006,10,145.6,2006-10-01
3550,2006,11,142.3,2006-11-01
3551,2006,12,170.5,2006-12-01
3552,2007,1,107.9,2007-01-01
3553,2007,2,107.8,2007-02-01
3554,2007,3,80.3,2007-03-01
3555,2007,4,26.9,2007-04-01
3556,2007,5,65.9,2007-05-01
3557,2007,6,141.3,2007-06-01
3558,2007,7,133.0,2007-07-01
3559,2007,8,100.4,2007-08-01
3560,2007,9,52.8,2007-09-01
3561,2007,10,52.2,2007-10-01
3562,2007,11,75.0,2007-11-01
3563,2007,12,123.1,2007-12-01
3564,2008,1,174.3,2008-01-01
3565,2008,2,58.0,2008-02-01
3566,2008,3,113.5,2008-03-01
3567,2008,4,45.1,2008-04-01
3568,2008,5,42.3,2008-05-01
3569,2008,6,101.9,2008-06-01
3570,2008,7,123.8,2008-07-01
3571,2008,8,175.9,2008-08-01
3572,2008,9,108.2,2008-09-01
3573,2008,10,152.4,2008-10-01
3574,2008,11,80.4,2008-11-01
3575,2008,12,73.7,2008-12-01
3576,2009,1,152.9,2009-01-01
3577,2009,2,36.5,2009-02-01
3578,2009,3,48.7,2009-03-01
3579,2009,4,120.9,2009-04-01
3580,2009,5,90.7,2009-05-01
3581,2009,6,73.2,2009-06-01
3582,2009,7,174.7,2009-07-01
3583,2009,8,148.4,2009-08-01
3584,2009,9,49.4,2009-09-01
3585,2009,10,129.9,2009-10-01
3586,2009,11,244.9,2009-11-01
3587,2009,12,105.4,2009-12-01
3588,2010,1,93.4,2010-01-01
3589,2010,2,52.6,2010-02-01
3590,2010,3,85.6,2010-03-01
3591,2010,4,56.7,2010-04-01
3592,2010,5,47.0,2010-05-01
3593,2010,6,53.8,2010-06-01
3594,2010,7,140.8,2010-07-01
3595,2010,8,43.7,2010-08-01
3596,2010,9,136.1,2010-09-01
3597,2010,10,80.0,2010-10-01
3598,2010,11,135.7,2010-11-01
3599,2010,12,62.3,2010-12-01
3600,2011,1,78.3,2011-01-01
3601,2011,2,120.9,2011-02-01
3602,2011,3,40.7,2011-03-01
3603,2011,4,41.0,2011-04-01
3604,2011,5,96.4,2011-05-01
3605,2011,6,95.8,2011-06-01
3606,2011,7,57.4,2011-07-01
3607,2011,8,64.4,2011-08-01
3608,2011,9,113.6,2011-09-01
3609,2011,10,154.0,2011-10-01
3610,2011,11,141.4,2011-11-01
3611,2011,12,122.6,2011-12-01
3612,2012,1,99.9,2012-01-01
3613,2012,2,49.1,2012-02-01
3614,2012,3,28.6,2012-03-01
3615,2012,4,79.5,2012-04-01
3616,2012,5,55.5,2012-05-01
3617,2012,6,197.1,2012-06-01
3618,2012,7,111.8,2012-07-01
3619,2012,8,143.9,2012-08-01
3620,2012,9,64.9,2012-09-01
3621,2012,10,107.5,2012-10-01
3622,2012,11,120.3,2012-11-01
3623,2012,12,125.6,2012-12-01
3624,2013,1,142.2,2013-01-01
3625,2013,2,61.1,2013-02-01
3626,2013,3,78.7,2013-03-01
3627,2013,4,79.2,2013-04-01
3628,2013,5,81.5,2013-05-01
3629,2013,6,75.6,2013-06-01
3630,2013,7,65.5,2013-07-01
3631,2013,8,65.3,2013-08-01
3632,2013,9,55.0,2013-09-01
3633,2013,10,165.0,2013-10-01
3634,2013,11,73.6,2013-11-01
3635,2013,12,173.8,2013-12-01
3636,2014,1,173.9,2014-01-01
3637,2014,2,199.3,2014-02-01
3638,2014,3,89.8,2014-03-01
3639,2014,4,60.4,2014-04-01
3640,2014,5,85.8,2014-05-01
3641,2014,6,55.8,2014-06-01
3642,2014,7,54.1,2014-07-01
3643,2014,8,123.3,2014-08-01
3644,2014,9,18.7,2014-09-01
3645,2014,10,140.3,2014-10-01
3646,2014,11,166.9,2014-11-01
3647,2014,12,94.4,2014-12-01
3648,2015,1,125.5,2015-01-01
3649,2015,2,68.0,2015-02-01
3650,2015,3,95.0,2015-03-01
3651,2015,4,49.7,2015-04-01
3652,2015,5,133.8,2015-05-01
3653,2015,6,47.2,2015-06-01
3654,2015,7,113.1,2015-07-01
3655,2015,8,105.3,2015-08-01
3656,2015,9,65.7,2015-09-01
3657,2015,10,71.2,2015-10-01
3658,2015,11,170.2,2015-11-01
3659,2015,12,301.3,2015-12-01
3660,2016,1,172.5,2016-01-01
3661,2016,2,130.9,2016-02-01
3662,2016,3,67.8,2016-03-01
3663,2016,4,80.5,2016-04-01
3664,2016,5,64.2,2016-05-01
3665,2016,6,90.2,2016-06-01
3666,2016,7,65.5,2016-07-01
3667,2016,8,79.1,2016-08-01
3668,2016,9,108.1,2016-09-01
3669,2016,10,51.8,2016-10-01
3670,2016,11,58.0,2016-11-01
3671,2016,12,92.1,2016-12-01
